Volume,Abs
0.874439,-0.024875
0.875193,-0.024826
0.875946,-0.025057
0.8767,-0.025175
0.877453,-0.025663
0.878207,-0.025483
0.87896,-0.025853
0.879714,-0.025762
0.880467,-0.025709
0.881221,-0.026712
0.881974,-0.027126
0.882728,-0.026878
0.883481,-0.027223
0.884235,-0.028016
0.884988,-0.028109
0.885742,-0.028053
0.886495,-0.028178
0.887249,-0.027997
0.888002,-0.028338
0.888756,-0.029541
0.889509,-0.030038
0.890263,-0.029928
0.891016,-0.02978
0.89177,-0.02995
0.892523,-0.030412
0.893277,-0.030416
0.89403,-0.030761
0.894784,-0.031038
0.895537,-0.031095
0.896291,-0.030307
0.897044,-0.029826
0.897798,-0.029494
0.898551,-0.029223
0.899305,-0.029414
0.900058,-0.029613
0.900812,-0.028862
0.901565,-0.028231
0.902319,-0.027936
0.903072,-0.028968
0.903826,-0.029106
0.904579,-0.029687
0.905333,-0.029982
0.906086,-0.030345
0.90684,-0.030346
0.907593,-0.030004
0.908347,-0.029988
0.9091,-0.030462
0.909854,-0.030748
0.910607,-0.030851
0.911361,-0.031061
0.912115,-0.0317
0.912868,-0.032093
0.913621,-0.032737
0.914375,-0.033647
0.915128,-0.034012
0.915882,-0.034108
0.916636,-0.034218
0.917389,-0.034052
0.918143,-0.034559
0.918896,-0.034983
0.919649,-0.035303
0.920403,-0.035608
0.921157,-0.036507
0.92191,-0.036801
0.922664,-0.036742
0.923417,-0.036809
0.92417,-0.037025
0.924924,-0.037033
0.925678,-0.036682
0.926431,-0.036483
0.927185,-0.036802
0.927938,-0.037009
0.928692,-0.037486
0.929445,-0.03782
0.930199,-0.037864
0.930952,-0.037718
0.931706,-0.037404
0.932459,-0.037354
0.933213,-0.037775
0.933966,-0.036896
0.93472,-0.037008
0.935473,-0.036658
0.936227,-0.036203
0.93698,-0.036181
0.937734,-0.036591
0.938487,-0.036785
0.939241,-0.03684
0.939994,-0.037597
0.940748,-0.03781
0.941501,-0.037819
0.942255,-0.038914
0.943008,-0.039587
0.943762,-0.039842
0.944515,-0.039317
0.945269,-0.038984
0.946022,-0.038675
0.946776,-0.038367
0.947529,-0.038445
0.948283,-0.038463
0.949036,-0.038544
0.94979,-0.038999
0.950543,-0.038847
0.951297,-0.039025
0.95205,-0.038989
0.952804,-0.03923
0.953557,-0.039226
0.954311,-0.038867
0.955064,-0.03821
0.955818,-0.037429
0.956571,-0.037191
0.957325,-0.037085
0.958078,-0.037363
0.958832,-0.038271
0.959585,-0.038112
0.960339,-0.037884
0.961092,-0.037878
0.961846,-0.037966
0.962599,-0.037879
0.963353,-0.037563
0.964106,-0.037111
0.96486,-0.036601
0.965613,-0.036634
0.966367,-0.036837
0.96712,-0.037021
0.967874,-0.036977
0.968627,-0.036765
0.969381,-0.036668
0.970134,-0.036318
0.970888,-0.035955
0.971641,-0.035531
0.972395,-0.034981
